Category,Vendor,Product,Random,Name,Manufacturer,Scheme,Assurance Level,Protection Profile(s),Certification Date,Archived Date,Certification Report URL,Security Target URL,Maintenance Date,Maintenance Title,Maintenance Report,Maintenance ST
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"IDeal PASS, version 2 - Application EAC avec PACE",MORPHO &#x2f; Infineon Technologies AG,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",MRTD_ICAO_EAC_V1.3,7/22/2014,1/8/2026,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_54fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2014_0000001656 - ASE - ARES - Security Target Lite for EAC with PACE.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"Microcontrôleur sécurisé ST33G1M2 révision F, Firmware révision 9, incluant optionnellement la bibliothèque cryptographique Neslib 4.1 et la bibliothèque MIFARE® DESFire® EV1 révision 3.7 ou 3.8",STMicroelectronics S.A.,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_V1.0,7/21/2014,10/18/2024,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-46.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST33G1M2_SECURITY_TARGET_PUBLIC_SMD_ST33G_ST_13_002_v2_3.pdf,3/17/2016,ANSSI-CC-2014/46-M01,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_46-m01.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"Microcontrôleur sécurisé ST33G1M2 révision F, Firmware révision 9, incluant optionnellement la bibliothèque cryptographique Neslib 4.1 et la bibliothèque MIFARE® DESFire® EV1 révision 3.7 ou 3.8",STMicroelectronics S.A.,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_V1.0,7/21/2014,10/18/2024,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-46.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST33G1M2_SECURITY_TARGET_PUBLIC_SMD_ST33G_ST_13_002_v2_3.pdf,1/18/2018,ANSSI-CC-2014/46-M02,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_46-m02fr.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"Microcontrôleur sécurisé ST33G1M2 révision F, Firmware révision 9, incluant optionnellement la bibliothèque cryptographique Neslib 4.1 et la bibliothèque MIFARE® DESFire® EV1 révision 3.7 ou 3.8",STMicroelectronics S.A.,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_V1.0,7/21/2014,10/18/2024,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-46.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST33G1M2_SECURITY_TARGET_PUBLIC_SMD_ST33G_ST_13_002_v2_3.pdf,10/18/2019,Reassessment report : ANSSI-CC-2014/46-S05,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_46-s05fr.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"Microcontrôleur sécurisé ST33G1M2 révision F, Firmware révision 9, incluant optionnellement la bibliothèque cryptographique Neslib 4.1 et la bibliothèque MIFARE® DESFire® EV1 révision 3.7 ou 3.8",STMicroelectronics S.A.,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_V1.0,7/21/2014,10/18/2024,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-46.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST33G1M2_SECURITY_TARGET_PUBLIC_SMD_ST33G_ST_13_002_v2_3.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"FeliCa Contactless Smartcard IC RC-SA04&#x2f;1 Series, version 1.0",Sony Corporation,NL,"EAL6+,ASE_TSS.2",SECURITY_IC_V1.0,5/22/2013,5/22/2023,http://www.commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-13-37078-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] A04-STP-E01-10.pdf,6/10/2016,"FeliCa Contactless Smartcard IC RC-SA04&#x2f;1 Series, version 1.0",http://www.commoncriteriaportal.org:443/files/epfiles/[MA] NSCIB-CC-13-37078-MA1.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"FeliCa Contactless Smartcard IC RC-SA04&#x2f;1 Series, version 1.0",Sony Corporation,NL,"EAL6+,ASE_TSS.2",SECURITY_IC_V1.0,5/22/2013,5/22/2023,http://www.commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-13-37078-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] A04-STP-E01-10.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"FeliCa Contactless Smartcard IC RC-SA01&#x2f;1 Series and RC-SA01&#x2f;2 Series, version 1.0",Sony Corporation,NL,"EAL6+,ASE_TSS.2",SECURITY_IC_V1.0,3/19/2013,3/19/2023,http://www.commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-12-36329-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] A01-STP-E01-10.pdf,5/21/2014,"Felica Contactless Smartcard IC RC-SA01&#x2f;1 Series and RC-SA01&#x2f;2 Series, version 1.01",http://www.commoncriteriaportal.org:443/files/epfiles/Maintenance Report NSCIB-CC-12-36329-MA1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/A01-STP-E01-11.pdf
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"FeliCa Contactless Smartcard IC RC-SA01&#x2f;1 Series and RC-SA01&#x2f;2 Series, version 1.0",Sony Corporation,NL,"EAL6+,ASE_TSS.2",SECURITY_IC_V1.0,3/19/2013,3/19/2023,http://www.commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-12-36329-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] A01-STP-E01-10.pdf,6/10/2016,"Felica Contactless Smartcard IC RC-SA01&#x2f;1 Series and RC-SA01&#x2f;2 Series, version 1.01",http://www.commoncriteriaportal.org:443/files/epfiles/[MA] NSCIB-CC-12-36329-MA2.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"FeliCa Contactless Smartcard IC RC-SA01&#x2f;1 Series and RC-SA01&#x2f;2 Series, version 1.0",Sony Corporation,NL,"EAL6+,ASE_TSS.2",SECURITY_IC_V1.0,3/19/2013,3/19/2023,http://www.commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-12-36329-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] A01-STP-E01-10.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"FeliCa Contactless Smartcard IC RC-SA00&#x2f;1 Series and RC-SA00&#x2f;2 Series, version 1.0",Sony Corporation,NL,"EAL6+,ASE_TSS.2",SECURITY_IC_V1.0,9/3/2012,9/3/2022,http://www.commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-10-30075-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] A00-STP-E01-40.pdf,5/21/2014,"Felica Contactless Smartcard IC RC-SA00&#x2f;1 Series and RC-SA00&#x2f;2 Series, version 1.01",http://www.commoncriteriaportal.org:443/files/epfiles/Maintenance Report NSCIB-CC-10-30075-MA1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/A00-STP-E01-41.pdf
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"FeliCa Contactless Smartcard IC RC-SA00&#x2f;1 Series and RC-SA00&#x2f;2 Series, version 1.0",Sony Corporation,NL,"EAL6+,ASE_TSS.2",SECURITY_IC_V1.0,9/3/2012,9/3/2022,http://www.commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-10-30075-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] A00-STP-E01-40.pdf,6/10/2016,"Felica Contactless Smartcard IC RC-SA00&#x2f;1 Series and RC-SA00&#x2f;2 Series, version 1.01",http://www.commoncriteriaportal.org:443/files/epfiles/[MA] NSCIB-CC-10-30075-MA2.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"FeliCa Contactless Smartcard IC RC-SA00&#x2f;1 Series and RC-SA00&#x2f;2 Series, version 1.0",Sony Corporation,NL,"EAL6+,ASE_TSS.2",SECURITY_IC_V1.0,9/3/2012,9/3/2022,http://www.commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-10-30075-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] A00-STP-E01-40.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,STARCOS 3.4 ID Tachograph version C2,G&#x2b;D Mobile Security GmbH,NL,"EAL4+,ADV_IMP.2,ALC_DVS.2,AVA_VAN.5",,9/2/2010,9/2/2025,http://www.commoncriteriaportal.org:443/files/epfiles/Certification_Report_NSCIB-CC-09-11192-CR2.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/GDM_STA34_TACHO_ASE_Lite.pdf,1/31/2011,Starcos 3.4 ID Tachograph version C3,http://www.commoncriteriaportal.org:443/files/epfiles/Maintenance_Report_NSCIB-CC-09-11192-MA1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/GDM_STA34_TACHO_ASE_C3_Lite.pdf
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,STARCOS 3.4 ID Tachograph version C2,G&#x2b;D Mobile Security GmbH,NL,"EAL4+,ADV_IMP.2,ALC_DVS.2,AVA_VAN.5",,9/2/2010,9/2/2025,http://www.commoncriteriaportal.org:443/files/epfiles/Certification_Report_NSCIB-CC-09-11192-CR2.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/GDM_STA34_TACHO_ASE_Lite.pdf,,,,
Key Management Systems,,,,SIAVAL PKI VERSION 1,SIA Sistemas Inform&aacute;ticos Abiertos S.A.,ES,"EAL4+,ALC_FLR.1",,4/21/2022,4/21/2027,http://www.commoncriteriaportal.org:443/files/epfiles/2020-34 INF-3784.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2020-34 ST.pdf,,,,
Key Management Systems,,,,"secunet konnektor 2.0.0, Version 5.0.5:2.0.0",Secunet Security Networks AG,DE,EAL3+,BSI-CC-PP-0097-V2-2020,4/8/2022,4/7/2027,http://www.commoncriteriaportal.org:443/files/epfiles/1044V5a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1044V5b_pdf.pdf,,,,
Key Management Systems,,,,"secunet konnektor 2.0.0, Version 5.0.5:2.0.0",Secunet Security Networks AG,DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.3",,4/8/2022,4/7/2027,http://www.commoncriteriaportal.org:443/files/epfiles/1184a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1184b_pdf.pdf,,,,
Key Management Systems,,,,"secunet konnektor 2.1.0, Version 5.0.5:2.1.0",Secunet Security Networks AG,DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5",BSI-CC-PP-0097-V2-2020,4/8/2022,4/7/2027,http://www.commoncriteriaportal.org:443/files/epfiles/1128V4a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1128V4b_pdf.pdf,,,,
Key Management Systems,,,,"secunet konnektor 2.1.0, Version 5.0.5:2.1.0",Secunet Security Networks AG,DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.3",,4/8/2022,4/7/2027,http://www.commoncriteriaportal.org:443/files/epfiles/1190a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1190b_pdf.pdf,,,,
Key Management Systems,,,,Verizon UniCERT v5.5.1,Verizon Australia Pty Ltd,MY,"EAL2+,ALC_FLR.2",,5/26/2021,5/26/2026,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C120-CR-V1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Verizon UniCERT 5.5.1 Security Target v0.8.pdf,,,,
Key Management Systems,,,,IDnomic ID CA Version 1.3.7,IDNOMIC,FR,"EAL4+,ALC_FLR.3",,5/12/2021,5/12/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_17fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-2021-17en.pdf,,,,
Key Management Systems,,,,Verizon UniCERT v5.4.1,Verizon Australia Pty Ltd,MY,"EAL2+,ALC_FLR.2",,7/15/2019,7/19/2024,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C104-CR-V1a.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Verizon (B190101) UniCERT 5.4.1 Security Target 1.2.pdf,,,,
Key Management Systems,,,,Fortix Security Suite version 1.17.1,Blue Fortress Sdn Bhd,MY,EAL2,,6/17/2019,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C100-CR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Fortix Security Suite Security Target 0.5.pdf,,,,
Key Management Systems,,,,Utimaco Enterprise Secure Key Manager version 4.1,Utimaco,MY,"EAL2+,ALC_FLR.2",,5/30/2016,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C068-CR-1-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/HP Atalla ESKM ST 1-0 -clean.pdf,3/3/2017,Hewlett Packard Enterprise Secure Key Manager v5.0,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-M006-AMR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/HP Atalla ESKM v5.0 ST.pdf
Key Management Systems,,,,Utimaco Enterprise Secure Key Manager version 4.1,Utimaco,MY,"EAL2+,ALC_FLR.2",,5/30/2016,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C068-CR-1-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/HP Atalla ESKM ST 1-0 -clean.pdf,3/8/2019,"Utimaco Enterprise Secure Key Manager, version 5.1",http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-M009-AMR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Utimaco_Atalla ESKM v5.1 ST_v1.0_02192019.pdf
Key Management Systems,,,,Utimaco Enterprise Secure Key Manager version 4.1,Utimaco,MY,"EAL2+,ALC_FLR.2",,5/30/2016,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C068-CR-1-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/HP Atalla ESKM ST 1-0 -clean.pdf,,,,
Key Management Systems,,,,qCrypt-xStream R1.1,QuintessenceLabs,MY,EAL2,,4/3/2015,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C059-CR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0001363 - qCrypt-xStream Security Target v1.0.pdf,,,,
Key Management Systems,,,,"KeyOne CA 4.0, KeyOne XRA 4.0, KeyOne VA 4.0 version 4.0.13S2R1 &#x28;Release Patches 4.0.13S2R1_B01, 4.0.13S2R1_B02&#x29;","Safelayer Secure Communications, S.A.",ES,"EAL4+,ALC_FLR.2",PP_CIMC_SL3_V1.0,12/8/2014,,http://www.commoncriteriaportal.org:443/files/epfiles/2013-31-INF-1370.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/KeyOne 4.0 Security Target.pdf,,,,
Network and Network-Related Devices and Systems,paloaltonetworks,wf-500,0.108,Palo Alto Networks WF-500 with WildFire 9.0,Palo Alto Networks,US,None,CPP_ND_V2.1,7/20/2020,7/20/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11024-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11024-st.pdf,5/17/2021,Palo Alto Networks WF-500 WildFire with 10.0.5,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11081-add2.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11081-st-2.pdf
Mobility,,,,"OPPO Find X5 Pro, including ColorOS 12.1, and Qualcomm Snapdragon® 8 Gen 1 Mobile Platform","Guangdong OPPO Mobile Telecommunications Corp., Ltd",SE,Basic,"PKG_TLS_V1.1,PP_WLAN_CLI_EP_V1.0",3/31/2022,3/31/2027,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report - OPPO Find X5 Pro.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/OPPO Find X5 Pro on ColorOS 12.1 Security Target.pdf,,,,
Mobility,mobileiron,core,0.374,MobileIron Platform 11,"MobileIron, an Ivanti Company",US,None,"MOD_MDM_AGENT_V1.0,PKG_TLS_V1.1,PP_MDM_V4.0",9/1/2021,9/1/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11196-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11196-st.pdf,,,,
Network and Network-Related Devices and Systems,arubanetworks,cx_8320,0.728,"Aruba, a Hewlett Packard Enterprise Company, 6200, 6300, 6400, 8320, 8325, 8360 and 8400 Switch Series","Aruba, a Hewlett Packard Enterprise Company",US,None,CPP_ND_V2.2E,7/6/2021,7/6/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11195-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11195-st.pdf,,,,
Network and Network-Related Devices and Systems,cisco,cloud_services_platform_2100,0.491,Cisco Adaptive Security Appliances (ASA) 9.12 running on Firepower 2100 Series Appliances,"Cisco Systems, Inc.",US,None,"CPP_ND_V2.1,MOD_CPP_FW_V1.3,MOD_VPNGW_V1.0",12/9/2020,12/9/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11090-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11090-st.pdf,,,,
Mobility,,,,Huawei Mate 40 Pro (M40 pro) with EMUI 11.0,"Huawei Device Co., Ltd.",IT,None,"PP_MD_V3.1,PP_WLAN_CLI_EP_V1.0",1/20/2022,1/20/2027,http://www.commoncriteriaportal.org:443/files/epfiles/cr_huawei_m40_emui11_v1.0_en.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_huawei_m40_emui11_v1.0.pdf,,,,
Mobility,,,,Strong Customer Authentication pour Apple Pay sur iPhone (SoC A12 Bionic) exécutant iOS 14.5.1 Version 18E212,Apple Inc.,FR,"EAL2+,ADV_FSP.3,ALC_FLR.3",,1/19/2022,1/19/2027,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2022_04.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2022_04en.pdf,,,,
Mobility,,,,Strong Customer Authentication pour Apple Pay sur iPhone SE (de seconde génération) exécutant iOS 14.5.1 Version 18E212,Apple Inc.,FR,"EAL2+,ADV_FSP.3,ALC_FLR.3",,1/19/2022,1/19/2027,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2022_05.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2022_05en.pdf,,,,
Mobility,,,,Huawei Mobile Devices (P40 series) with EMUI 11.0,"Huawei Device Co., Ltd.",IT,None,"PP_MD_V3.1,PP_WLAN_CLI_EP_V1.0",10/27/2021,10/27/2026,http://www.commoncriteriaportal.org:443/files/epfiles/cr_huawei_p40_emui11_v1.0_en.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_huawei_p40_emui11_v1.11.pdf,,,,
Mobility,,,,OPPO Find X3 Pro on ColorOS 11.2,"Guangdong OPPO Mobile Telecommunications Corp., Ltd",SE,None,PP_MD_V3.1,10/5/2021,10/5/2026,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report - OPPO Find X3 Pro.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST - Find X3 Pro on ColorOS 11.2.pdf,,,,
Other Devices and Systems,tenable,nessus_network_monitor,0.362,Nessus Network Monitor 5.12.0,"Tenable, Inc.",US,None,"PKG_TLS_V1.1,PP_APP_V1.3",12/8/2020,12/8/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11068-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11068-st.pdf,,,,
Network and Network-Related Devices and Systems,cisco,ncs_1001,0.873,Cisco Network Convergence System (NCS) 1000 Series,"Cisco Systems, Inc.",US,None,CPP_ND_V2.1,7/7/2020,7/7/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11024-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11024-st.pdf,9/9/2020,Cisco Network Convergence System 1000 Series (NCS1000),http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11093-add1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11093-st.pdf
Mobility,,,,Dencrypt Connex 6.0 for Apple iOS,Dencrypt A&#x2f;S,SE,"EAL4,ALC_FLR.2",,7/9/2021,7/9/2026,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report - Dencrypt Connex 6.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST - Dencrypt Connex.pdf,,,,
Mobility,,,,Dencrypt Server System 5.0,Dencrypt A&#x2f;S,SE,"EAL2,ALC_FLR.2",,7/9/2021,7/9/2026,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report - Dencrypt Server System 5.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST - Dencrypt Server.pdf,,,,
Network and Network-Related Devices and Systems,checkpoint,security_gateway,0.019,Check Point Software Technologies Ltd. Security Gateway and Maestro Hyperscale Appliances R81.00,Check Point Software Technologies Ltd.,US,None,"CPP_ND_V2.2E,MOD_CPP_FW_V1.4E,MOD_VPNGW_V1.1",3/21/2022,3/21/2024,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11235-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11235-st.pdf,,,,
Network and Network-Related Devices and Systems,cisco,cloud_services_router_1000v,0.615,"Cisco Aggregation Services Router 1000 Series (ASR1K), Cisco Cloud Services Router 1000V (CSR1000V), Cisco Integrated Services Router 1100 Series (ISR1100), Cisco Integrated Services Router 4200 Series (ISR4K) running IOS-XE 17.3","Cisco Systems, Inc.",US,None,"CPP_ND_V2.2E,MOD_VPNGW_V1.1",12/28/2021,12/28/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11186-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11186-st.pdf,,,,
Network and Network-Related Devices and Systems,paloaltonetworks,m-500,0.931,"Palo Alto Networks M-100, M-200, M-500, and M-600 Hardware, and Virtual Appliances all running Panorama 9.0",Palo Alto Networks,US,None,CPP_ND_V2.1,8/17/2020,8/17/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11070-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11070-st.pdf,,,,
Network and Network-Related Devices and Systems,cisco,esr6300,0.054,Cisco Embedded Services Router (ESR) 6300,"Cisco Systems, Inc.",US,None,"CPP_ND_V2.2E,MOD_VPNGW_V1.1",5/21/2021,5/21/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11162-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11162-st.pdf,,,,
Data Protection,samsung,knox,0.338,Samsung Knox File Encryption 1.2,"Samsung Electronics Co., Ltd.",US,None,"MOD_FE_V1.0,PP_APP_V1.3",6/3/2020,6/3/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11053-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11053-st.pdf,,,,
Other Devices and Systems,vmware,workspace_one,0.799,VMware Workspace ONE Boxer Email Client Version 21.05,VMware,US,None,"PP_APP_EMAILCLIENT_EP_V2.0,PP_APP_V1.3",10/5/2021,10/5/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11157-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11157-st.pdf,,,,
Network and Network-Related Devices and Systems,gigamon,gigavue,0.310,Gigamon GigaVUE Version 5.9.00,Gigamon LLC,US,None,CPP_ND_V2.2E,2/25/2021,2/25/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11129-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11129-st.pdf,,,,
Boundary Protection Devices and Systems,sonicwall,global_vpn_client,0.128,SonicWall SonicOS Enhanced V6.5.4 with VPN and IPS on TZ and SOHO Appliances,"SonicWALL, Inc",US,None,CPP_FW_V2.0E,4/16/2020,9/29/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11028-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11028-st.pdf,,,,
